93,35,5,6.3,1.5,1.6,1.8,5,92
89,49,9,4.5,1.2,1.9,1.4,4,91
89,23,10,4.4,2,2.8,1.1,3,90
89,18,3,3.2,0.8,1,0.4,4,89
87,26,10,3.4,1.6,1,0.4,4,89
89,24,2,2.8,0.9,1,1.5,3,88
88,14,8,3,2.1,2,1.6,3,88
89,21,10,2.8,0.9,0.8,0.9,5,87
88,25,3,2.6,0.7,0.5,0.6,3,87
86,38,9,3.8,1.6,0.6,1,3,87
89,11,4,1.6,0.9,0.6,0.6,4,87
86,10,11,2.6,1.4,1.4,0.4,3,87
82,23,5,2.5,0.9,0.7,0.3,3,86
87,9,7,2.5,1.7,0.7,0.8,3,85
85,32,6,2.8,1.5,0.6,0.6,3,85
85,17,2,1.8,0.6,0.3,0.5,3,85
84,15,2,3.7,1.9,2,1.4,3,85
83,32,10,3.6,1.6,1.7,0.9,3,85
85,14,3,2.3,1.5,1.4,1.8,2,84
83,18,4,2.5,1.7,1.3,0.7,2,84
84,20,5,3.1,2.1,2.3,2.3,3,84
80,21,9,3.1,1.3,1.6,0.9,3,84
83,21,6,2.5,0.9,1.6,1.3,3,84
81,7,1,2.2,1,1.4,1.6,1,84
73,23,3,2.3,0.6,0.8,0.5,2,84
85,10,5,3.7,1.4,0.7,0.9,5,83
84,19,8,3.5,1.5,1,1.4,3,83
86,12,4,1.7,0.8,0.8,1.5,3,83
81,18,5,2.5,1.4,1.7,1.4,1,83
82,19,7,3.2,1.4,0.8,1.6,2,83
82,20,10,3,0.9,1.3,0.9,2,83
83,15,3,2,0.7,0.6,1.7,3,82
83,12,2,2.3,1.5,1.2,1,2,82
76,3,3,1.1,1.7,2.5,1.9,4,81
83,9,3,2,0.7,0.2,0.8,2,81
82,10,8,2.9,1.3,0.8,0.7,2,81
83,14,0,2.6,0.8,0.3,1.1,3,81
83,7,1,1.8,0.8,0.8,1.2,2,81
80,18,2,2.1,0.8,0.9,0.9,1,81
80,10,3,2.6,1.1,1.7,1.6,1,81
82,6,1,1.3,0.7,1.2,1.2,2,81
81,18,5,2.7,1.2,0.6,1.3,1,81
79,13,3,2.5,0.9,1.7,2,1,81
80,9,2,2.4,0.6,0.7,1.4,1,81
83,11,3,3.6,1.3,0.5,1.1,2,80
80,15,1,2.3,0.6,0.3,1.7,2,80
83,5,5,1.5,0.7,0.4,0.9,4,80
82,9,2,1.6,0.7,0.2,1.1,2,80
82,11,1,1.6,0.5,0.2,0.7,2,80
76,22,2,2.4,0.9,1.3,0.7,1,80
81,10,11,2.9,1.4,1.7,1.3,2,80
82,16,3,2.9,1.2,1.3,2.9,3,80
83,2,1,0.8,0.3,0.3,0.1,1,80
80,10,3,1.2,0.5,0.2,1.8,1,80
81,8,3,0.7,0.4,0.6,0.4,3,79
79,13,3,1.7,0.6,0.6,0.8,1,79
82,8,0,2.2,0.4,0.2,0.5,3,79
75,21,7,2,1.5,0.6,1.3,1,79
78,9,3,3.2,1.5,1.1,1.5,2,79
80,19,1,2.3,1.1,0.9,0.8,2,79
77,11,5,1.4,1.9,0.7,0.6,2,79
80,7,1,1.7,0.6,0.7,1.6,2,79
79,11,0,2.3,0.8,0.7,1.1,2,79
80,11,3,1.6,1.2,0.9,0.5,1,79
79,10,3,2.1,0.8,0.9,2.1,2,79
77,13,1,2.4,0.4,0.4,1.2,1,79
80,14,4,1.7,0.9,0.4,1.6,1,79
83,3,2,1,0.5,0.5,0.6,1,79
76,11,3,1.8,0.5,0.6,1.6,2,79
79,14,4,2.2,1.2,0.7,0.8,2,79
79,8,5,2.6,1.4,2,1.7,1,79
74,15,4,3.2,0.8,0.6,1.5,1,79
74,9,1,1.2,0.4,0.5,0.4,1,79
79,13,7,3.1,1,0.7,0.9,2,78
80,6,3,0.9,0.7,0.7,1.4,1,78
79,4,1,1.3,0.5,0.4,1.5,3,78
78,9,2,1,0.8,0.4,0.7,2,78
82,8,2,1.3,0.8,0.1,0.5,3,78
78,10,3,2.8,1.1,2.7,1.5,2,78
77,14,1,2,0.7,0.2,0.9,1,78
80,8,1,1.6,0.8,0.7,1.1,1,78
77,11,0,2.5,0.4,0.6,2.1,2,78
79,2,1,0.9,0.2,0.3,0.3,2,78
81,5,7,1.5,0.8,0.7,1.3,2,78
76,13,2,2.1,0.9,0.7,2.2,1,78
74,13,6,2.4,0.9,0.8,1.9,1,78
76,8,5,1.6,0.8,1.5,1.7,2,78
80,8,1,2.7,0.9,0.3,1.5,1,78
79,8,3,2.2,0.5,1.1,0.4,2,78
76,18,4,2.6,0.6,0.5,0.7,1,78
76,10,2,2.2,0.5,0.9,1.1,1,78
79,10,6,3.3,1.4,1.5,1.4,2,78
80,10,3,1.4,0.5,0.4,1.3,1,78
78,2,0,2.4,0.7,1.4,0.7,3,77
77,17,1,1.8,1.2,1.8,0.8,1,77
79,5,1,1.3,0.5,0.1,1.3,3,77
78,6,0,2.1,0.3,0.3,2.1,1,77
79,2,1,1.5,1,1.5,0.2,3,77
79,5,1,2.2,0.4,0.3,1.1,1,77
80,1,4,0.9,0.4,0.3,0.8,2,77
80,1,5,1.2,1.6,1.2,0.7,2,77
75,11,2,1.6,0.8,2,2.8,2,77
80,6,1,2,0.5,0.4,1.4,2,77
79,2,1,0.9,0.3,0.3,0.3,3,77
77,11,1,1.6,0.7,0.4,0.9,2,77
75,10,3,2.6,0.7,0.6,1.2,1,77
78,4,1,0.5,0.3,0.4,0.6,2,77
79,9,1,2.1,0.5,0.5,0.5,2,77
78,26,3,3.7,1,0.8,1.5,1,77
76,7,3,2.2,1,1.2,1,1,77
74,9,7,2.9,1.8,0.4,0.9,3,77
71,4,3,2.3,2.3,1.3,1,1,77
77,8,2,1.6,0.5,1.2,1.9,1,77
74,3,0,2.1,0.9,1.1,2.9,1,77
76,7,4,1,0.8,0.3,1.3,3,76
76,8,1,1.9,0.2,0.5,0.4,2,76
74,11,2,2.4,0.4,0.4,1.6,1,76
78,11,2,1.6,1,0.2,0.5,2,76
78,3,4,1.1,0.9,0.3,1.2,2,76
78,3,1,1.3,0.5,0.3,0.5,2,76
75,6,2,1.8,0.6,1.5,1.3,2,76
79,3,2,2.8,1.2,1,1.2,1,76
78,3,1,0.9,0.9,0.3,0.5,2,76
78,3,3,1.2,0.6,0.6,0.7,2,76
77,4,1,2.1,0.4,0.5,1.3,1,76
73,12,1,2,0.7,0.6,1.2,1,76
75,13,2,2.2,0.9,1.4,1.1,1,76
78,6,5,2.3,0.9,1.2,1.1,1,76
80,6,3,1.4,0.6,0.4,1.2,1,76
77,12,1,3.1,1,1.5,2,1,76
80,4,2,1.3,0.3,0.2,0.7,2,76
77,12,3,2.4,0.5,0.9,1.4,2,76
79,4,0,1.2,0.7,0.6,1.3,1,76
75,8,4,1.9,0.6,0.3,0.8,1,76
75,10,3,1.4,0.6,0.9,1.3,1,76
77,6,2,1.4,1.2,2.2,1.4,1,76
77,8,2,1.4,0.7,0.8,0.8,1,76
78,3,1,1.9,0.3,0.9,0.4,1,76
76,7,1,1.3,0.8,0.2,1.1,2,75
76,7,3,1.7,1.5,1,1.5,2,75
72,4,1,1.9,0.6,0.1,0.5,3,75
75,8,2,1.7,0.8,1.3,2,2,75
79,4,1,1.3,0.1,0.3,0.6,2,75
76,8,2,1.6,1,1,1.4,1,75
77,2,0,0.8,0.2,1.2,0.8,2,75
76,11,1,2.6,1.2,0.4,1.2,2,75
74,6,4,1.9,1.9,1.5,2.8,2,75
74,12,3,1.8,0.8,0.5,1.2,2,75
77,1,0,0.5,0.2,0.4,0.5,1,75
73,9,1,1.2,0.6,0.2,1.5,1,75
74,6,0,1.4,0.3,0.6,0.8,1,75
71,2,5,0.8,1,1.8,2.4,1,75
77,6,2,1.7,0.7,0.7,1.6,1,75
78,2,2,1.3,0.8,1.1,1.1,1,75
77,10,1,2.2,0.6,0.3,0.9,2,75
75,6,3,2,1.3,0.9,2.2,1,75
77,6,1,1.1,0.3,0.3,0.5,1,75
72,14,3,2.7,1.5,2.1,1.6,1,75
65,2,0,2,1.3,0.7,0.3,1,75
74,2,2,1.3,0.8,0.2,1,2,74
72,2,2,1.6,0.6,1.1,0.6,1,74
75,0,4,0.8,0.6,0.3,0.7,2,74
75,0,1,0.7,0.4,0.3,0.9,1,74
77,1,0,1,0.1,0.1,0.5,2,74
78,1,1,1.7,0.6,0.1,0.4,2,74
76,4,0,1.4,0.4,0.4,0.4,2,74
76,3,1,1.4,0.8,0.4,0.6,2,74
76,4,3,1.4,0.6,1,0.4,1,74
74,5,0,1.3,0.5,0.6,0.7,2,74
75,2,4,0.8,0.5,0.1,0.6,2,74
76,4,2,1.2,0.3,0.1,0.7,1,74
74,1,1,1,0.4,0.6,0,1,74
72,9,1,2,0.6,0.7,2.7,1,74
77,6,1,1.1,1,1.6,0.9,1,74
75,4,3,1.7,0.7,0.7,1.9,1,74
77,6,2,1.7,0.6,0.9,1.1,1,74
71,6,4,1.2,0.4,0.9,0.5,1,74
76,3,0,1.9,0.2,0.4,0.7,2,74
73,3,0,1.9,0.2,0.4,0.7,1,74
75,4,1,0.8,0.4,0.8,0.8,1,74
74,4,2,1.2,0.4,0.6,0.5,1,74
75,4,6,1.3,1,1.4,1.7,1,74
72,1,2,0.6,0.5,0.5,0.5,1,74
74,2,1,2.3,0.4,1.6,1,1,74
76,2,2,1,0.3,0.9,0.4,1,74
75,2,0,0.7,0.4,0.6,0.7,1,74
75,6,1,1.4,1,1.3,0.5,1,74
74,3,2,0.6,0.6,0.6,1.3,1,73
75,1,0,0.4,0.3,0.4,0.2,3,73
73,8,0,1.5,0.3,0.1,1.2,1,73
75,4,5,2,1.2,0.9,1.3,2,73
73,2,1,0.9,0.4,0.3,0.6,1,73
74,3,1,1.3,0.6,0.2,1,1,73
74,4,0,1,0.6,0.3,0.6,1,73
73,6,2,1.5,0.3,0.6,1.3,2,73
78,1,1,1,0.3,0.3,1.1,1,73
75,1,2,1.5,0.5,0.2,1,1,73
76,0,0,0.7,0,0.3,0.7,1,73
70,2,5,1.3,1,1.7,1,1,73
74,3,0,1.5,0.6,0.4,0.6,1,73
70,7,1,1.6,1.2,0.9,1,1,73
73,9,1,1.1,0.6,0.8,1.4,2,72
75,2,1,1.7,0.8,0.8,0.8,3,72
77,0,1,1.7,0.4,0.6,0.9,1,72
75,10,2,1.6,0.5,0.3,0.5,1,72
75,0,1,0.3,0.2,0.4,0.1,2,72
75,1,0,1,0.5,0.2,0.8,1,72
73,6,1,2.1,0.6,0.6,1.2,1,72
73,4,3,2.5,1.1,0.8,0.4,1,72
74,2,0,1.3,0.5,0.1,0.7,2,72
73,0,0,1.1,0.4,1.4,0.5,1,72
75,0,0,0.1,0.1,0.6,0.4,1,72
74,3,3,1.3,0.5,0.5,0.3,1,72
69,9,2,3.6,1.9,1.9,0.7,1,72
76,1,1,1.1,0.5,0.4,0.9,2,71
72,2,0,1.3,0.7,1.1,0.9,1,71
75,0,0,1,0.6,0.2,0.4,2,71
70,3,0,0.9,0.1,0.3,0.6,1,71
73,3,2,0.8,0.5,0.3,0.2,2,71
73,1,2,1.3,0.5,0.5,1.4,1,71
73,4,0,2.3,0.6,0.4,0.6,1,71
72,16,2,3.2,0.5,0.3,1,1,71
91,48,9,4.7,1.1,0.8,1,5,92
92,35,5,5.1,1.1,1.8,1.3,5,91
90,37,12,3.4,1.1,2.9,1.2,4,91
88,26,17,3.9,1.4,1.5,1.7,4,90
89,31,9,3.6,1.1,1.1,0.7,4,89
87,21,3,3.3,0.8,0.4,1.3,5,88
85,29,11,2.7,1.4,1.5,1.3,4,88
84,43,9,3.3,1,1.1,0.8,4,88
89,6,1,1.6,0.6,0.7,0.6,4,87
87,25,8,3.4,1.5,0.8,1.3,4,87
88,5,3,2.6,1.5,1.4,1.5,3,87
83,31,10,2.9,1.3,2.2,1.8,2,86
86,17,9,2.4,0.8,0.8,0.7,3,86
84,16,5,1.3,0.5,0.2,0.5,4,85
87,13,4,2,0.8,0.4,0.6,3,85
87,15,7,2,1.2,0.7,0.9,4,85
87,9,7,2.3,1.2,1.6,0.4,3,85
85,22,13,3,2.5,2.1,1.4,3,85
84,18,7,2.9,1,0.9,1.6,3,85
83,15,3,4.3,1.1,0.6,1.3,5,84
85,13,10,1.9,1.2,0.4,0.3,3,84
84,14,13,1.5,1.9,1.8,1.6,2,84
84,20,7,2.2,1.1,0.8,1.1,2,84
84,8,10,2.1,2.2,2,2.5,3,84
85,14,11,2.3,1,0.8,0.9,3,84
79,29,5,3.7,1,0.8,1.1,3,84
83,14,4,2.6,1.1,1,1.4,3,83
80,14,11,2.4,1.4,1.4,1.4,3,83
81,16,7,1.6,0.9,0.5,1.3,2,83
82,18,10,1.8,1.3,0.7,1.4,3,83
85,7,3,2,0.8,0.2,0.6,3,83
84,4,0,2.6,0.5,1,1.7,3,83
82,9,10,1.4,1,1.4,0.8,2,83
83,18,10,2.7,1.1,0.9,1.3,2,83
82,23,5,3.4,1.4,0.9,1.5,3,83
81,20,8,2.7,1.3,0.5,0.8,2,83
83,11,4,1.9,1.1,1.7,1.6,2,83
81,12,6,1.3,0.7,1,1.5,2,83
83,16,2,1.5,0.7,0.7,1.7,3,82
83,11,2,2,1,1.8,2.9,2,82
79,25,9,2.4,1.3,1.5,0.6,2,82
81,7,3,2.4,0.7,1.8,2.1,3,82
79,17,2,2.4,0.3,1.1,1,2,82
78,24,0,2.1,0.4,0.4,0.9,2,82
78,18,5,2.4,1,0.5,1.3,2,81
81,11,5,1.4,1.7,0.5,0.5,2,81
79,15,9,3,1.8,1,1.4,2,81
80,12,4,2,0.8,1,0.6,1,81
81,12,5,1.4,0.6,0.3,0.3,2,81
81,9,1,3.1,0.5,0.5,1.3,3,81
80,14,6,3.1,1.1,1.3,3.9,3,81
84,6,5,2,0.8,1.6,1.2,3,81
82,11,5,1.9,1,1.3,1.9,1,81
81,6,6,1.4,0.8,0.9,0.9,2,81
79,13,3,1.5,0.9,0.8,0.5,2,81
79,16,0,2.5,0.5,0.7,1.2,2,81
79,9,12,1.9,2.2,1.4,1.5,3,81
80,5,1,1.4,0.4,0.2,1.5,2,80
80,7,5,1,1.1,0.8,1.1,4,80
77,12,4,1.4,0.5,0.4,0.8,2,80
76,16,8,2.6,1,0.9,0.8,2,80
79,11,-,1.4,0.2,0.4,0.8,1,80
78,24,8,3.5,1.1,1.6,0.9,2,80
79,10,3,2.8,1,0.5,1.5,2,80
