93,35,5,6.3,1.5,1.6,1.8,5,92
80,7,1,1.7,0.4,0.5,2.3,1,80
81,2,6,0.7,1.2,2.2,2.5,4,79
79,13,0,1.7,0.4,0.1,0.4,3,79
80,6,0,0.9,0.3,0.3,0.9,2,79
78,10,5,2.4,1,1.7,1.5,2,79
78,12,3,2.1,0.7,0.2,0.7,1,79
78,12,5,1.9,0.7,1,1.6,2,79
79,4,4,1.1,1.9,1,1,2,79
80,11,4,2.1,1,0.9,1,2,79
79,5,0,1.2,0.5,0.1,1.1,1,79
79,6,2,1.5,0.6,0.4,2,2,79
80,6,1,1.4,0.3,0.8,0.4,1,79
78,12,1,1.9,0.9,0.7,0.8,3,79
74,16,1,2,0.3,1,0.2,2,79
76,8,4,1.4,0.6,0.8,1.1,3,78
80,13,1,2.5,0.6,0.5,1.1,2,78
80,9,2,2.1,0.6,0.4,1.1,3,78
78,9,0,1.2,0.5,0.4,0.7,2,78
76,11,0,1.6,0.3,0.4,1,2,78
79,11,5,1.7,0.6,0.2,1.3,1,78
77,12,2,2.4,0.7,1,2.5,1,78
71,17,7,2.8,0.8,0.5,0.6,2,78
81,1,0,1.9,0.4,0.6,0.4,2,78
77,13,2,1.6,0.6,0.6,0.7,2,78
76,16,4,2,1,0.3,1.3,2,78
76,14,5,2.6,1.2,1.1,1.3,2,78
74,15,5,2.4,1.1,1.3,0.5,1,78
78,7,2,1.5,0.4,0.3,0.5,2,78
76,14,5,1.4,1.1,0.4,0.3,1,78
75,7,3,1.3,0.7,0.8,0.5,1,78
70,16,7,2.4,1.5,1.5,1.1,2,78
77,13,4,1.5,0.9,0.6,1.2,2,78
70,22,4,2.3,0.5,0.7,1.9,2,78
76,11,0,1,0.3,0.1,0.4,3,77
78,10,3,0.7,0.6,0.2,0.8,1,77
76,11,3,2.5,0.8,0.8,2,1,77
79,4,1,0.6,0.2,0.1,0.3,3,77
77,10,2,1.6,0.4,0.5,0.5,3,77
77,4,2,2.9,0.8,0.3,0.2,2,77
76,5,3,0.8,0.4,0.3,0.7,2,77
80,5,1,1.1,0.6,0.2,0.8,2,77
77,8,2,0.9,0.2,0.2,0.3,3,77
78,6,5,1.7,0.5,1,1.1,2,77
77,8,2,1.9,0.7,0.7,1,1,77
76,12,3,1.3,0.4,0.3,1.8,1,77
74,12,1,1.9,1,0.9,2,2,77
74,9,7,1.5,1.2,1.3,1,2,77
75,5,5,0.9,1.1,1.7,3,1,77
78,6,2,1.3,0.5,1.3,1.7,2,77
79,3,1,1.8,0.8,1.5,0.9,1,77
76,9,7,1.4,1.2,0.8,1.1,2,77
67,16,5,2.1,0.8,0.5,1.1,2,77
75,6,2,3.3,0.8,1.3,2.2,2,77
75,7,1,1.7,0.6,1,1.2,1,77
73,14,1,1.8,0.8,1.3,1,1,77
75,7,0,0.9,0.6,0.7,0.4,2,76
76,7,1,1.5,0.9,1.2,1.4,2,76
77,6,0,2,0.4,0.2,1.1,2,76
78,1,0,1.2,0.2,0.1,1.2,2,76
79,10,2,1.3,0.6,1,1.1,2,76
73,12,3,2.1,0.6,0.7,1,2,76
77,0,1,0.8,0.2,0,0.1,2,76
76,4,3,0.9,1,0.3,0.7,2,76
76,7,1,1.8,0.8,0.6,1.4,2,76
77,9,3,0.6,1,0.8,0.2,1,76
77,3,1,1,0.6,0.2,0.3,3,76
78,7,1,1.3,0.3,0.2,0.7,2,76
74,9,5,1.5,1,0.8,1.5,1,76
76,17,4,1.3,0.7,0.3,0.9,2,76
78,1,0,0.9,0.3,0.4,0.9,1,76
76,8,0,1,0.3,0.1,0.1,2,75
72,10,1,2.4,0.5,0.5,0.7,2,75
77,0,0,1.2,0.7,0.8,0.3,1,75
77,2,0,1.3,0.4,0.3,1.8,3,75
77,3,0,1.7,0.9,0,2.2,1,75
76,6,1,1.1,1.2,1.2,1.2,2,75
77,1,5,1.2,1.6,1.2,0.7,2,75
77,1,3,0.8,0.4,1.6,1.9,2,75
75,3,2,1.8,0.7,0.2,1.1,2,75
74,5,6,1.6,1.2,1.7,1.8,2,75
73,6,2,2,0.4,0.5,1,2,75
75,4,3,1.3,0.4,0.1,0.9,2,75
71,11,1,1.8,0.5,0.7,1.7,2,75
72,8,3,1.5,0.6,0.6,0.9,2,75
78,5,4,1.7,0.5,0.6,1.5,2,75
76,5,0,1,0.5,0.5,1,1,75
79,5,3,1.2,0.4,0.3,0.6,2,75
77,1,1,1.5,0.2,0.7,0.9,1,75
76,6,2,1.3,0.4,0.5,0.8,2,75
76,1,2,0.6,0.5,0.4,0.8,1,75
77,1,0,0.9,0.1,0.4,0.3,1,75
75,4,2,1.4,0.5,0.6,1.3,1,75
76,1,0,1.1,0.4,0.1,0.7,1,75
78,9,3,1.7,0.6,0.5,0.8,2,75
77,0,1,0.6,0.2,0.4,0.6,1,75
76,8,1,1.9,0.8,0.8,0.5,1,75
75,7,0,2,0.3,0.7,1.4,1,75
74,5,0,0.6,0.2,0.3,0.7,1,75
72,8,4,0.7,0.5,0.5,1.2,3,74
76,1,2,1,0.2,0.4,0.6,2,74
76,0,2,0.4,1,0.4,0.8,2,74
75,1,0,0,0.2,0,0,2,74
71,11,1,1.3,0.2,0.8,1.3,2,74
77,1,1,0.9,0.5,1,0.6,2,74
73,4,2,1.3,0.5,0.6,0.5,1,74
70,3,1,1.2,0.4,1,1.1,1,74
76,3,0,2.5,0.4,0.3,0.4,1,74
75,1,0,0.6,0.7,1.1,1.8,1,74
71,20,3,0.7,0.7,0.9,1.2,1,74
74,3,1,1.5,0.7,1.4,0.9,1,74
74,8,1,1.4,0.5,0.8,0.9,1,74
69,7,2,1.7,0.4,1.9,1,1,74
75,4,2,1.4,0.5,1.2,1.2,1,74
70,7,5,1.7,1.3,1.2,0.5,2,74
75,4,1,2.4,0.6,0.3,0.6,2,74
72,4,3,0.9,0.4,0.6,1.7,1,74
72,8,3,2.2,0.8,0.6,1.4,1,74
67,18,3,2.8,1,1.1,2.7,1,74
72,2,1,0.9,0.2,0.2,1.4,1,74
69,21,5,2.5,1.3,0.6,2.8,1,74
74,2,0,0.6,0.3,0.9,0.3,1,74
64,9,4,1.6,1,1.4,2,1,74
70,5,6,1.4,0.5,0.5,0.5,1,74
76,1,3,1.9,1,1.3,0.9,1,74
71,7,0,1.7,0.6,1,1.9,1,74
68,5,1,1.3,0.7,0.7,0.8,2,74
74,0,4,1,0.9,1.6,1.8,1,74
63,11,2,2,0.6,0.9,1.1,1,74
64,6,0,0.9,1,0.6,0.9,2,74
69,14,2,1.8,0.8,0.8,0.6,2,74
74,6,1,1.5,0.9,0.8,0.7,2,73
76,0,0,0.4,0.3,0.3,0.1,2,73
76,5,2,1.6,0.9,0.2,1.6,1,73
76,0,1,0.8,0.5,0.2,0.3,2,73
74,1,0,0.5,0.1,0,0.2,2,73
74,3,0,0.4,0.1,0,0.8,2,73
74,1,1,0.9,0.3,0.1,0.3,1,73
74,5,0,1.7,0.6,1.2,1.1,2,73
71,8,1,1.5,0.6,0.3,0.4,1,73
75,0,0,0.4,0.1,0.1,0.1,1,73
70,6,0,2.3,0.3,0.6,1.2,1,73
68,11,3,1.8,0.9,1.1,1.1,1,73
72,2,2,0.8,0.5,0.8,0.7,1,73
64,5,0,0.8,0.2,0.5,0.8,1,73
65,7,3,1.1,0.5,0.8,0.9,1,73
75,1,2,0.5,0.1,0.1,0.5,2,72
74,2,0,0.6,0,0.1,0.7,2,72
75,0,0,1.3,0.4,0,0.3,2,72
73,3,1,1.1,0.6,0.1,0.7,1,72
74,3,2,0.5,0.2,0.4,0.6,2,72
71,1,0,0.8,0.3,0.3,0.7,2,71
73,1,0,0.7,0.1,0.4,1.3,2,71
72,0,1,1,0.3,0,0.5,1,71
73,3,0,1.2,0.3,0.1,1.2,1,71
69,3,5,1.3,0.7,0.5,1,1,71
73,3,2,1.2,0.4,0.4,0.7,1,71
71,1,0,0.7,0.5,0.5,0.2,1,71
69,2,0,2.2,0.5,2,1.5,1,71
72,2,0,1,0.3,0.8,0,1,71
71,4,4,1.3,0.6,0.8,2.3,1,71
71,4,2,1,0.3,0.1,0.3,1,71
69,5,2,1.4,1,0.8,1.3,1,71
65,2,0,1,0.5,0.7,1.5,1,71
71,1,1,0.2,0.2,0.1,0.3,1,71
71,1,0,0.5,0.4,0.5,1.6,1,70
68,3,1,1,0.3,0.3,0.6,1,70
71,6,0,1,0.1,0.1,0.5,1,70
67,2,0,1,0.2,0.5,0.7,1,70
69,4,3,1.5,0.3,0.2,0.7,1,70
71,2,0,0.4,0.1,0,0.6,1,69
67,2,3,1.1,0.2,0.4,1,1,69
68,1,1,0.6,0.4,0.6,0.3,1,69
68,0,0,0.5,0.5,0.5,0.5,1,69
60,1,1,1.4,0.6,0.9,0.7,1,69
64,4,1,0.6,0.3,0.3,0.4,1,69
68,1,0,0.5,0.3,0.3,0.8,1,68
66,1,0,0.6,0.1,0.3,0.6,1,68
69,0,0,0.2,0,0,0.5,1,68
66,2,0,0.5,0.2,0.1,0.2,1,68
68,3,2,1.6,0.7,0.6,1.4,1,68
66,0,0,0,0,0.6,0.4,1,68
73,0,0,0,0,0,0.3,1,67
66,0,0,0.8,0.1,0.1,0.2,1,67
63,1,0,0.4,0.2,0,0.1,1,67
62,5,0,0.8,0.2,0.3,0.7,1,67
63,3,4,1,0.8,0.8,0.3,1,67
63,1,0,0.7,0.3,0.8,0.8,1,67
63,1,2,0.5,0.3,0.4,0.5,1,67
92,49,6,4.7,1.1,1.4,1.1,5,91
91,24,4,3.7,0.9,0.7,0.6,5,90
91,39,23,4.2,2,3.2,1.5,4,91
90,30,11,3.6,1.4,1.5,1.5,4,89
89,46,15,4,1.9,1.1,0.3,4,91
88,12,2,1.5,0.4,0.2,0.7,4,84
88,15,0,1.7,0.9,0.5,0.5,4,86
88,30,7,3.3,1,0.5,0.6,4,89
87,31,2,3.8,0.9,0.6,1.3,4,86
87,13,6,3.4,1.3,1.6,1.7,3,86
86,12,7,2.2,1.8,2.3,0.8,2,85
86,17,2,2.2,0.7,0.4,0.5,3,84
85,2,2,1.2,0.5,0.3,0.3,4,81
85,20,3,2.2,0.5,0.2,0.4,3,85
85,13,7,1.7,1,0.7,1,4,83
85,10,5,1.5,0.8,0.9,0.3,3,83
85,25,8,2.2,1.6,1.6,1.6,4,85
85,22,3,3.4,0.8,0.6,1.3,3,86
84,8,3,2.2,1,0.2,0.4,5,82
84,12,1,1.5,1.1,0.6,0.7,3,84
84,18,6,2.4,1.5,1.4,1.4,2,85
84,25,5,1.9,0.9,0.7,0.6,2,84
84,14,4,2.1,0.4,0.5,0.6,3,82
84,16,4,1.8,0.5,0.7,0.8,3,84
83,17,7,2.4,1.1,0.5,1.1,3,84
83,11,9,1.5,1,0.5,0.8,2,82
83,13,8,1.7,1.3,0.7,2.2,3,81
83,4,0,1.2,0.4,0.1,0.3,3,77
83,6,4,1.7,1.1,1.1,1.4,3,81
83,13,5,1.4,0.7,0.9,0.8,2,83
83,13,7,3.4,1.6,1.2,1.1,2,83
83,8,11,2.9,1.3,0.9,0.9,3,82
83,8,5,1.5,0.7,0.7,0.9,2,79
83,12,9,2.3,1.4,1.6,0.9,2,83
83,9,5,1.6,0.8,1.3,2.4,2,83
82,6,8,1.5,1,0.6,1,3,81
82,14,1,2.1,1.4,2.3,3.1,2,82
82,13,9,2.1,2.2,2.3,1,2,82
82,10,5,2.4,1,1.3,2.3,3,81
82,9,3,2.3,0.6,1.4,0.9,2,80
82,5,1,1.6,0.3,0.2,0.4,2,80
81,8,3,2.3,0.8,0.2,0.7,2,77
81,12,5,1.8,1.7,0.9,0.4,2,79
81,14,1,2.8,1.3,1.1,0.6,3,82
81,18,3,3.1,1,0.6,1.3,2,80
81,7,6,1.6,0.5,0.3,0.4,1,79
81,2,3,1,0.4,0.3,0.4,2,79
81,12,3,2.3,0.7,0.1,0.3,3,80
81,9,1,2.6,0.5,0.7,2.3,3,80
81,3,2,0.8,0.2,0.8,1.2,3,80
81,6,1,1.3,0.7,0.7,0.6,1,80
81,8,5,2.5,0.9,0.7,1.1,2,81
81,7,2,1.9,0.6,0.1,0.9,2,80
81,10,7,1.9,1.5,1.6,1.4,3,82
80,6,2,1.3,0.5,0.3,0.9,2,80
80,6,3,1.2,0.7,0.8,0.8,4,79
80,13,4,2.5,0.8,0.9,2.3,1,79
80,7,3,1.7,0.8,0.5,1,2,76
80,15,8,2.5,1.1,0.3,0.6,2,81
80,14,1,1.2,0.5,0.4,0.9,2,82
80,12,3,1.7,0.8,1.3,1.1,2,79
80,18,2,3.4,0.6,1.1,1.4,2,83
79,5,1,1.5,0.6,0.2,1.9,1,78
79,11,3,2.2,0.9,0.1,0.8,3,82
79,9,0,1.1,0.2,0.1,0.6,3,79
79,12,10,2.3,1.3,1.4,1.4,2,79
79,5,0,1.2,0.6,0.1,0.6,1,75
79,8,0,1.9,0.6,0.6,1.2,2,79
79,5,3,0.8,0.7,0.3,0.8,2,77
79,9,6,1.9,1.8,1,0.8,2,78
79,17,3,3.1,0.7,1.5,1.6,1,83
79,1,0,0.4,0.3,0.2,0.7,1,75
79,8,2,1.5,0.6,0.4,1.1,2,77
79,1,3,1.1,0.3,0.2,0.2,1,79
79,26,6,3.3,0.6,0.6,0.8,3,84
79,8,1,0.9,0.2,0.6,0.5,2,78
78,7,2,2,0.6,0.6,1,3,77
78,4,3,1.8,0.6,0.3,0.8,2,76
78,6,0,1.5,0.2,0.1,0.8,3,76
78,1,2,1.3,0.7,0.1,0.2,2,74
78,4,2,1,0.4,0.4,0.8,1,74
78,8,2,1.6,0.4,0.4,1.1,2,76
78,11,5,1.5,1.1,0.4,1.1,1,77
78,5,1,1.6,0.6,0.4,1.1,1,75
78,2,3,2.2,0.6,0.4,0.6,2,78
78,22,5,2.9,0.9,0.8,0.6,2,80
78,7,0,0.9,0.3,0.4,0.3,2,78
78,12,8,1.6,1.3,0.4,1,2,79
78,12,6,1.7,0.9,0.9,0.8,1,78
78,12,2,2.2,1,1.1,1.1,2,77
78,5,8,1.2,0.7,0.6,0.4,1,77
78,19,5,2.6,1,1,1.3,2,82
78,9,1,0.7,0.7,0.6,0.6,1,76
78,11,4,1.8,1,1.1,0.6,1,81
78,10,9,2,1.3,1.6,0.9,2,79
78,18,0,1.8,0.9,0.7,1.2,2,79
78,29,3,3.6,1,1,2.3,2,84
77,3,2,0.9,0.4,0.2,0.3,3,72
77,10,5,1.3,0.9,0.2,1.1,1,76
77,14,4,2.6,0.9,0.5,1.5,1,80
77,11,3,1.9,0.8,0.5,0.5,3,77
77,9,1,2.4,0.8,0.7,0.9,3,76
